ID	group	value	time	liking
278	3	hunger	afterExperiment	7
280	3	deval	pre	5
280	3	val	pre	5
280	3	hunger	pre	8
280	3	deval	post	-4
280	3	val	post	-2
280	3	hunger	post	1
280	3	deval	afterExperiment	-5
280	3	val	afterExperiment	-4
280	3	hunger	afterExperiment	1
281	3	deval	pre	4
281	3	val	pre	3
281	3	hunger	pre	8
281	3	deval	post	-5
281	3	val	post	3
281	3	hunger	post	1
281	3	deval	afterExperiment	-5
281	3	val	afterExperiment	3
281	3	hunger	afterExperiment	6
282	3	deval	pre	2
282	3	val	pre	-1
282	3	hunger	pre	3
282	3	deval	post	-4
282	3	val	post	-3
282	3	hunger	post	2
282	3	deval	afterExperiment	-4
282	3	val	afterExperiment	-4
282	3	hunger	afterExperiment	2
283	3	deval	pre	2
283	3	val	pre	1
283	3	hunger	pre	6
283	3	deval	post	4
283	3	val	post	4
283	3	hunger	post	6
283	3	deval	afterExperiment	3
283	3	val	afterExperiment	3
283	3	hunger	afterExperiment	6
284	3	deval	pre	4
284	3	val	pre	5
284	3	hunger	pre	8
284	3	deval	post	-5
284	3	val	post	1
284	3	hunger	post	1
284	3	deval	afterExperiment	-5
284	3	val	afterExperiment	1
284	3	hunger	afterExperiment	1
285	3	deval	pre	3
285	3	val	pre	3
285	3	hunger	pre	8
285	3	deval	post	-5
285	3	val	post	1
285	3	hunger	post	3
285	3	deval	afterExperiment	-4
285	3	val	afterExperiment	-3
285	3	hunger	afterExperiment	5
